V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,SUBJID
0.0107000004500151,-0.00260000000707805,0.00039999998989515,-0.00150000001303852,0.0111999996006489,1,1,1,0.0623022653162479,0.0280746482312679,-0.0190500747412443,-0.0060657230205833895,-0.00479017710313201,0.00808665808290243,0.0134460236877203,-0.0118637438863516,0.0341042801737785,-0.0331468358635902,GTEX-111CU
0.00989999994635582,-0.00499999988824129,0.0304000005125999,0.007600000128149991,0.0346999987959862,1,1,1,0.0099506163969636,-0.0551954321563244,0.0203443933278322,0.0169429015368223,0.0006081581814214589,-0.00795995723456144,-0.00684396270662546,0.0128428442403674,-0.0936358422040939,-0.0414463803172112,GTEX-111FC
0.0143999997526407,-0.008100000210106371,0.0132999997586012,0.00350000010803342,0.0017999999690800899,1,1,1,-0.0487830266356468,0.0026086519937962307,-0.0533153042197227,0.0248944908380508,0.0119897304102778,-0.0487151183187962,-0.00753492675721645,-0.0204123593866825,-0.0545932911336422,0.0403535813093185,GTEX-111VG
0.0153999999165535,-0.00930000003427267,0.0107000004500151,-0.0038000000640749897,-0.0082999998703599,1,1,1,0.013728161342442,0.0361123979091644,0.000834552512969822,0.009819271974265579,0.0029655951075255893,-0.0133494064211845,0.00939662847667933,0.0466447435319424,-0.0355448238551617,-0.0160655919462442,GTEX-111YS
0.0138999996706843,-0.009700000286102291,0.00669999979436398,-0.0143999997526407,0.0296000000089407,1,1,2,0.02570006996393201,0.0174004621803761,0.004167492035776379,-0.0170923247933388,-0.0145562598481774,-0.0461960919201374,-0.0139201078563929,0.0489104427397251,-0.0931674838066101,0.0140516348183155,GTEX-1122O
0.0144999995827675,-0.00930000003427267,0.0326999984681606,0.00559999980032444,0.0509999990463257,1,1,2,-0.00513879302889109,0.03559710085392,0.009621285833418371,-0.00607272051274776,-0.0150862112641335,0.016458023339510002,0.020835829898715,-0.0133675076067448,-0.0057797459885478,0.0225420296192169,GTEX-1128S
0.0105999996885657,0.0037000000011175897,-0.0115999998524785,-0.0239000003784895,-0.0035999999381601797,1,1,2,-0.0211624149233103,0.0531984940171242,0.00616522692143917,-0.0379947237670422,-0.0915970653295517,0.0351168587803841,0.0588641650974751,0.0031215380877256398,0.0976809114217758,-0.00813445635139942,GTEX-113JC
0.0138999996706843,-0.00559999980032444,-0.009600000455975527,-0.0021999999880790697,0.0176999997347593,1,1,1,-0.0246769599616528,-0.0179089475423098,-0.0069248047657311,0.0133687080815434,-0.0495680868625641,0.0348448790609837,0.0321436040103436,0.0152822341769934,0.0577890314161777,0.0194468591362238,GTEX-117XS
0.0109000001102686,-0.00310000008903444,-0.0767000019550323,0.0120000001043081,0.0020000000949949,1,1,1,-0.0377691648900509,0.000502889743074775,0.0442818664014339,0.0276370104402304,-0.05795291811227801,-0.0394541434943676,0.0596038587391376,-0.0307170916348696,0.115471854805946,0.0180831626057625,GTEX-117YW
-0.0240000002086163,0.289700001478195,0.0132999997586012,0.111100003123283,0.0262000001966953,1,1,1,0.0267887879163027,-0.0031295318622142107,0.0450862608850002,-0.00412249285727739,0.0213897433131933,0.0352709479629993,-0.0563712753355503,-0.0150633901357651,-0.0643716603517532,-0.0241040252149105,GTEX-117YX
0.013399999588728,0.000500000023748726,0.00609999988228083,0.0272000003606081,-0.118299998342991,1,1,1,-0.0298950299620628,-0.0123148867860436,0.0413034483790398,0.0071221357211470595,-0.0112297656014562,-0.0337980277836323,0.0162337739020586,-0.0248434487730265,0.0139575628563762,0.0199498124420643,GTEX-1192W
0.0137999998405576,-0.00559999980032444,0.00669999979436398,0.0274999998509884,-0.00570000009611249,1,1,1,0.000488568388391286,-0.0377101972699165,0.0147273074835539,-0.0381526760756969,0.0191144961863756,0.032397098839283,-0.106309317052364,0.0122720366343856,0.0741901770234108,0.0472907051444054,GTEX-1192X
0.0141000002622604,-0.0082999998703599,0.00260000000707805,0.0149999996647239,0.02280000038445,1,1,2,0.0478702485561371,0.0257298853248358,-0.0318966768682003,-0.00964722968637943,-0.00815682765096426,-0.0416177287697792,0.0435509048402309,0.0732999965548515,-0.0207999739795923,-0.0470254309475422,GTEX-11DXX
-0.0898000001907349,-0.0120000001043081,0.00669999979436398,0.00279999990016222,0.014299999922513996,0,1,1,-0.0163395088165998,-0.011573857627809,0.0410320274531841,0.0273597668856382,0.009351976215839393,-0.0508694387972355,-0.0518810600042343,-0.0208248123526573,0.0368748605251312,-0.0503593944013119,GTEX-11DXZ
-0.0940999984741211,-0.0131000000983477,0.00340000004507601,0.007400000002235171,-0.008799999952316279,1,1,1,0.00851971004158258,-0.00748627120628953,-0.00919456873089075,-0.00987580884248018,-0.056187130510807,0.0234749093651772,0.0384922549128532,-0.0123529424890876,-0.0409417524933815,-0.0588964186608791,GTEX-11DYG
0.0148000000044703,-0.0021999999880790697,0.0229000002145767,0.0017999999690800899,0.0425000004470348,0,1,1,0.00458838371559978,-0.034152913838625,-0.00290983193553984,-0.07192423939704902,0.0238246247172356,0.0427745506167412,-0.0311920065432787,0.0059401127509772795,0.0539364032447338,0.0324294231832027,GTEX-11DZ1
0.0141000002622604,-0.00400000018998981,0.016499999910593,-0.00249999994412065,0.0366000011563301,0,1,1,0.00478729512542486,-0.0543487742543221,-0.0234536938369274,0.00787403993308544,-0.0223309230059385,0.0035928832367062603,-0.0195427779108286,0.0409736447036266,-0.00354226771742105,-0.0273280963301659,GTEX-11EI6
0.0144999995827675,-0.0059000002220273,0.009600000455975527,0.0144999995827675,0.0263000000268221,1,1,2,0.0233103949576616,0.016753101721406,-0.0241597611457109,0.00692227948457003,-0.0496534109115601,0.0204325038939714,-0.0241762083023787,0.0381377898156643,0.0295289680361748,0.0450638569891453,GTEX-11EM3
0.0141000002622604,-0.00249999994412065,-0.0035999999381601797,0.005299999844282871,0.0063999998383224,1,1,2,-0.008329560980200771,-0.0112828742712736,-0.0288571882992983,0.00716755166649818,-0.0147021766752005,0.0412236340343952,-0.0253704488277435,0.0389987640082836,-0.0065515907481312795,0.0494501888751984,GTEX-11EMC
0.0138999996706843,0.00249999994412065,0.0103000001981854,-0.000199999994947575,-0.126399993896484,1,1,1,-0.0206096768379211,-0.0271229632198811,-0.0272372458130121,-0.0639379024505615,0.117901206016541,0.0279416441917419,0.040660560131073,-0.004409147426486021,0.0415359362959862,-0.0610452257096767,GTEX-11EQ8
0.0135000003501773,-0.0063999998383224,-0.00410000002011657,0.0020000000949949,-0.0015999999595806,1,1,1,0.0148501740768552,0.0262950453907251,-0.0128919370472431,-0.00973230786621571,-0.0014795392053201801,-0.027719896286726,0.0148355485871434,0.0663552731275558,0.021006228402257,-0.00724598206579685,GTEX-11EQ9
0.00910000037401915,-0.00240000011399388,-0.12950000166893,0.014299999922513996,-0.0223999992012978,1,1,1,-0.00100344780366868,-0.0156735256314278,0.0152172166854143,0.0110016958788037,-0.0595410875976086,-0.000401533063268289,0.0651637092232704,-0.0286500528454781,0.0654197111725807,-0.00873382389545441,GTEX-11GS4
0.0142000000923872,-0.007799999788403509,-0.0020999999251216693,-0.000699999975040555,0.0151000004261732,1,1,1,0.0265675969421864,-0.0464711040258408,0.0822466388344765,-0.05697653070092201,-0.013542614877223998,0.016806423664093,-0.101682394742966,-0.0460216999053955,0.0280680097639561,-0.0509174354374409,GTEX-11GSO
0.0147000001743436,-0.0048000002279877715,-0.000600000028498471,0.0135000003501773,0.00289999996311963,1,1,2,-0.0302101280540228,0.0297696478664875,-0.0870100408792496,0.0460922606289387,-0.0364184565842152,0.0252110827714205,0.00341440993361175,0.0749273747205734,0.0483246929943562,0.0138193611055613,GTEX-11GSP
