V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,SUBJID
-0.0866999998688698,-0.0131999999284744,-0.00620000017806888,0.00460000010207295,0.00540000014007092,1,1,2,0.00133616279345006,-0.0488618314266205,0.00156496954150498,0.0266131795942783,0.0184665434062481,0.0325201004743576,0.0162641294300556,-0.0717853605747223,0.110497020184994,0.00298806466162205,GTEX-1117F
0.0107000004500151,-0.00260000000707805,0.00039999998989515,-0.00150000001303852,0.0111999996006489,1,1,1,-0.051408838480711004,0.0259740017354488,0.0153543092310429,0.0256958846002817,-0.0136627871543169,0.027539674192667004,0.0557128004729748,0.00189639162272215,4.73182299174368e-05,-0.0672236904501915,GTEX-111CU
0.0153999999165535,-0.00930000003427267,0.0107000004500151,-0.0038000000640749897,-0.0082999998703599,1,1,1,-0.0591045543551445,-0.0022402014583349198,0.0228832773864269,0.0159201752394438,-0.0269209686666727,-0.0292865894734859,-0.00933917239308357,-0.0282578207552433,-0.0131726656109095,-0.032243724912405,GTEX-111YS
0.0138999996706843,-0.009700000286102291,0.00669999979436398,-0.0143999997526407,0.0296000000089407,1,1,2,-0.0559882335364819,0.0776111632585526,-0.0170267838984728,0.0377446413040161,0.00827672332525253,0.0232213139533997,-0.0130894724279642,-0.0964851453900337,-0.0159680787473917,0.0238868426531553,GTEX-1122O
0.0144999995827675,-0.00930000003427267,0.0326999984681606,0.00559999980032444,0.0509999990463257,1,1,2,-0.0255824662744999,-0.031269196420907995,-0.0830388888716698,0.0585922040045261,0.0830022022128105,0.0378218628466129,0.0276769008487463,0.007282007019966841,-0.0407508201897144,0.0742577016353607,GTEX-1128S
0.0105999996885657,0.0037000000011175897,-0.0115999998524785,-0.0239000003784895,-0.0035999999381601797,1,1,2,0.0435921661555767,-0.0561118982732296,0.0310858935117722,0.0338688418269157,-0.0786766782402992,-0.0609473995864391,0.0567451789975166,0.017069922760129,0.0315556973218918,0.026595326140523,GTEX-113JC
0.0109000001102686,-0.00310000008903444,-0.0767000019550323,0.0120000001043081,0.0020000000949949,1,1,1,0.0277322512120008,-0.0199009738862514,0.016653798520565,0.0067272684536874286,0.0294391606003046,0.0231601428240538,0.0233388971537352,-0.0711664780974388,-0.0448453426361084,-0.0578020848333836,GTEX-117YW
-0.0240000002086163,0.289700001478195,0.0132999997586012,0.111100003123283,0.0262000001966953,1,1,1,-0.0368770994246006,-0.009439784102141859,-0.0284778326749802,-0.0621390640735626,0.0915959626436234,-0.0784449949860573,0.00924847833812237,0.0722504705190659,-0.0305701792240143,0.0374310426414013,GTEX-117YX
0.0137999998405576,-0.00559999980032444,0.00669999979436398,0.0274999998509884,-0.00570000009611249,1,1,1,0.0225846935063601,-0.0295976102352142,-0.0252749212086201,0.0555402673780918,0.0294833462685347,0.0791703462600708,0.0177175961434841,-0.00118936784565449,0.0835790559649467,0.0131162796169519,GTEX-1192X
0.0141000002622604,-0.0082999998703599,0.00260000000707805,0.0149999996647239,0.02280000038445,1,1,2,-0.0409525744616985,0.0429560169577599,-0.0241991803050041,0.00385209498926997,-0.0191354006528854,0.0105934739112854,-0.0447150804102421,0.0594683922827244,-0.0406522117555141,0.122640922665596,GTEX-11DXX
-0.0898000001907349,-0.0120000001043081,0.00669999979436398,0.00279999990016222,0.014299999922513996,0,1,1,0.0302543435245752,0.0216639675199986,0.0308923218399286,-0.0170474760234356,0.0296030156314373,0.0884953513741493,-0.0311857536435127,0.0181281268596649,-0.0615190677344799,0.0828441828489304,GTEX-11DXZ
-0.0940999984741211,-0.0131000000983477,0.00340000004507601,0.007400000002235171,-0.008799999952316279,1,1,1,0.029280761256814,-0.007486280519515279,-0.00994651485234499,-0.0425042472779751,-0.021518848836422,-0.0289880745112896,0.0299097094684839,0.0539159923791885,-0.0137911345809698,0.0151052679866552,GTEX-11DYG
0.0144999995827675,-0.0059000002220273,0.009600000455975527,0.0144999995827675,0.0263000000268221,1,1,2,-0.0024743597023189107,-0.0595613531768322,0.00692017143592238,-0.05176005885005,-0.00902377255260944,0.050500076264143,-0.0335765555500984,0.0179128590971231,-0.00309432251378894,-0.0239342376589775,GTEX-11EM3
0.0135000003501773,-0.0063999998383224,-0.00410000002011657,0.0020000000949949,-0.0015999999595806,1,1,1,-0.0351635329425335,0.0328826755285263,-0.00201895623467863,0.062922827899456,-0.0569819286465645,-0.0119657926261425,0.109981164336205,-0.00295357825234532,0.0742152333259583,-0.0305019281804562,GTEX-11EQ9
0.00910000037401915,-0.00240000011399388,-0.12950000166893,0.014299999922513996,-0.0223999992012978,1,1,1,0.0263505652546883,0.00557265989482403,0.031782403588295,0.0411625318229198,-0.0316259972751141,0.11610194295644803,0.0619601979851723,-0.127056464552879,0.0042294347658753395,-0.00518342293798923,GTEX-11GS4
0.0142000000923872,-0.007799999788403509,-0.0020999999251216693,-0.000699999975040555,0.0151000004261732,1,1,1,-0.000477413064800203,-0.00202426942996681,-0.0281399935483932,-0.0168695244938135,-0.0364364273846149,0.00921339448541403,0.0115464627742767,-0.0475342646241188,0.0100469579920173,-0.0525300391018391,GTEX-11GSO
0.0147000001743436,-0.0048000002279877715,-0.000600000028498471,0.0135000003501773,0.00289999996311963,1,1,2,0.0329767130315304,-0.0133234485983849,-0.00773229077458382,0.0144185731187463,-0.0754493996500969,-0.00315125519409776,0.0468191467225552,0.0196993350982666,0.0268351323902607,-0.00414768885821104,GTEX-11GSP
0.0140000004321337,-0.007400000002235171,-0.0127999996766448,0.00139999995008111,0.00860000029206276,1,1,2,-0.0574973411858082,0.0296820793300867,-0.0244400631636381,0.00457621878013015,-0.0337058901786804,0.00886656902730465,-0.0335656069219112,-0.0299855824559927,-0.0406556092202663,-0.0156180486083031,GTEX-11I78
0.0148000000044703,-0.008500000461935999,0.007400000002235171,-0.0138999996706843,0.0379000008106232,1,1,1,-0.0177379213273525,0.000758829526603222,0.0393137149512768,0.007998009212315079,0.0467937812209129,0.013892587274313,0.0451581254601479,0.00801904033869505,0.0127406800165772,-0.03338573127985,GTEX-11LCK
0.0138999996706843,-0.000600000028498471,0.00600000005215406,0.0274999998509884,-0.0199999995529652,1,1,1,0.0572700500488281,0.00464944401755929,0.00163270789198577,-0.0366332270205021,-0.0532142817974091,0.0297178812325001,0.00544033106416464,0.023792551830411,-0.0445275157690048,0.0527395270764828,GTEX-11NUK
-0.0966000035405159,-0.014299999922513996,-0.0172000005841255,0.000199999994947575,-0.00120000005699694,1,1,1,0.0461007095873356,-0.00569229712709785,0.0351293683052063,0.004119683057069779,-0.0037062508054077604,-0.0525261759757996,0.0187289081513882,0.0314278304576874,-0.0814031362533569,-0.0122099425643682,GTEX-11NV4
0.0146000003442168,-0.0037000000011175897,0.0208999998867512,0.0035999999381601797,0.0209999997168779,0,1,1,0.0378098450601101,0.0182658284902573,0.0375603251159191,0.0285416282713413,-0.008645362220704559,-0.0290015488862991,0.0503489151597023,-0.0178783889859915,-0.0607754066586494,-0.0232609920203686,GTEX-11OF3
-0.0997999981045723,-0.0125000001862645,0.0127999996766448,0.0209999997168779,-0.00150000001303852,1,1,1,-0.0010501267388463,-0.0196272544562817,0.0407530628144741,0.01109753921628,0.0241735894232988,-0.0311081502586603,-0.0448578372597694,0.0641676560044289,-0.0444937348365784,0.0657565593719482,GTEX-11P7K
0.0146000003442168,-0.008999999612569809,0.0157999992370605,0.0135000003501773,0.0366000011563301,1,1,2,0.025737214833498,0.0283360779285431,-0.012093486264348,-0.00431461771950126,0.0762501806020737,0.0036833002232015103,0.00523118628188968,-0.0427745282649994,-0.0171717833727598,-0.0465709865093231,GTEX-11P81
0.0140000004321337,-0.0043999999761581395,0.00820000004023314,-0.0119000002741814,0.033100001513958,1,1,1,-0.0193260665982962,-0.0134210772812366,-0.0195872634649277,-0.0189393181353807,-0.0638681277632713,-0.0118488436564803,-0.0154661033302546,-0.0213542561978102,0.000858026323840022,0.0215357132256031,GTEX-11P82
-0.110600002110004,-0.0154999997466803,-0.0038000000640749897,-0.0044999998062849,-0.0102000003680587,1,1,1,0.0281774532049894,-0.000701859826222062,-0.0156117919832468,0.0206834226846695,0.0179885346442461,0.022583544254303,0.107963882386684,0.0738759115338326,-0.0351325012743473,0.0189160648733377,GTEX-11PRG
-0.0217000003904104,-0.00889999978244305,0.00939999986439943,0.0102000003680587,0.0210999995470047,1,1,1,-0.0331338234245777,0.0346571020781994,-0.10524445772171,0.0780491232872009,-0.00125444354489446,-0.0893612280488014,-0.024522902444005,-0.0463446751236916,-0.0550724007189274,0.0709602534770966,GTEX-11TT1
0.0140000004321337,-0.0071999998763203595,-0.0015999999595806,-0.000699999975040555,0.012699999846518,1,1,2,0.00659224856644869,0.0036306485999375603,0.0645903497934341,-0.0123940464109182,-0.0234015826135874,0.118161559104919,-0.055072832852602005,0.038618165999651004,-0.004752131178975111,0.0838361904025078,GTEX-11VI4
0.0136000001803041,-0.0102000003680587,0.00100000004749745,0.0110999997705221,0.0037000000011175897,1,1,1,-0.0172276627272367,-0.0622288212180138,-0.0622911937534809,0.0533988773822784,-0.0248466804623604,-0.0321911014616489,-0.0700556486845016,-0.0320913791656494,-0.02640375867486,-0.0134827615693212,GTEX-11WQK
0.0149999996647239,-0.007799999788403509,0.0275999996811152,0.017000000923871997,0.0219000000506639,1,1,2,-0.0323468968272209,0.012731559574603998,0.00537606002762914,0.00100642465986311,-0.0228402856737375,-0.0377520732581615,-0.0379702411592007,0.00975419394671917,0.0143920416012406,-0.0114890374243259,GTEX-11XUK
